"No.","Judul","Abstrak"
"583","Pengembangan Sistem Informasi Zakat, Infaq, Shadaqah dan Wakaf Di KUA Kec. Binuang Kab.Polewali Mandar","Pengembangan Sistem Informasi Zakat,Infaq,sedekah dan wakaf di KUA Kec.Binuang Kab.Polewali Mandar. Program Studi Pendidikan Teknik Informatika Dan Komputer, Jurusan Teknik informatika Dan Komputer Fakultas Teknik, Universitas Negeri Makassar. (Dibimbing oleh Hasrul Bakri dan Dyah Darma Andayani.) Perkembangan teknologi internet dan wibesite berkembang begitu cepat serta menjadi salah satu hal penting saat ini,wibesite nerupakan media publikasi elektronik yang memiliki beragam keunggulan. Berdasarkan keunggulan tersebut, maka pemamfaatan wibesite di KUA sangatlah penting untuk proses pendataan ZISW di KUA Kec.Binuang Kab.Polewali Mandar yang tidak efektif karena masih menggunakan pencatatan manual (paper based). Oleh karena itu penelitian ini bertujuan untuk mengembangkan Sistem Informasi Zakat,Infaq,Sedekah dan Wakaf Di KUA Kec.Binuang Kab.Polewali Mandar dan menguji kualitas dan kelayakan sistem berdasarkan standar kualitas ISO/IEC 25010 Penelitian ini adalah penelitian dan pengembangan (R&D) yang bertujuan untuk mengembangkan sistem informasi zakat, infaq, shadaqah dan wakaf di KUA Kec.Binuang Kab.Polewali Mandar, melakukan pengujian tingkat kelayakan sistem informasi zakat,infaq,sedekah dan wakaf di KUA Kec.Binuang Kab.Polewali Mandar, dan mengetahui hasil uji Pengembangan Sistem Infomasi zakat,infaq,sedekah dan wakaf di KUA Kec.Binuang Kab.Polewali Mandar. Penelitian ini menggunakan model pengembangan prototype dengan tahapan: pengumpulan kebutuhan, membangun prototype, evaluasi prototype, mengkodekan sistem, menguji sistem, evaluasi sistem, dan penggunaan sistem. Pengujian standar kualitas ISO/IEC 25010 dengan pengujian 4 aspek yakni functionality suitability, usability, reliability dan portability. Hasil penelitian menunjukan bahwa Sistem Informasi Zakat,Infaq,Shadaqah Dan Wakaf di KUA Kec.Binuang Kab.Polewali Mandar valid dan sudah layak digunakan setelah diuji menggunakan standar ISO 25010. Dalam pengujiannya diperoleh hasil: a) functionality suitability sistem dapat digunakan dengan baik dan berfungsi secara keseluruhan;b) reliability menggunakan bantuan webserver stress tool 8 dengan persentase kesuksesan dengan menggunakan click test, time test, ramp test adalah 100%; c) portability menunjukkan sistem dapat berjalan dengan baik di beberapa situs browser dengan menggunakan bantuan broweserstack.com; d) usability dengan jumlah responden 30 memperoleh kategori sangat baik."
"584","Pengaruh Kecanduan Bermain Game Online Terhadap Perilaku Belajar Mahasiswa Di Jurusan Pendidikan Teknik Elektro Fakultas Teknik Universitas Negeri Makassar","Abstrak - Penelitian ini bertujuan untuk mengetahui bagaimana pengaruh kecanduan bermain game online terhadap perilaku belajar mahasiswa di Jurusan Pendidikan Teknik Elektro Fakultas Teknik Universitas Negeri Makassar. Penelitian ini merupakan penelitian deskriptif. Data dikumpulkan menggunakan angket dan dokumentasi. Teknik analisis data yang digunakan adalah analisis data deskriptif dan regresi linear sederhana. Hasil yang ditemukan menunjukkan bahwa nilai yang didapatkan yaitu Y = 73,637 - 0,857X. Hasil penelitian menunjukkan bahwa terdapat pengaruh yang negatif pada kecanduan bermain game online terhadap perilaku mahasiswa di Jurusan Pendidikan Teknik Elektro Fakultas Teknik Universitas Negeri Makassar . Kata Kunci: Kecanduan, Game online, Perilaku Belajar."
"585","PENGEMBANGAN SISTEM INFORMASI MONITORING DAN EVALUASI KINERJA GURU BERBASIS WEBSITE DI SMK NEGERI 5 MAKASSAR","Yustika Putri. 2021. Pengembangan Sistem Informasi Monitoring Dan Evaluasi Kinerja Guru Berbasis Web Di SMK Negeri 5 Makassar. Makassar: Program Studi Pendidikan Teknik Informatika dan Komputer, Jurusan Teknik Informatika dan Komputer, Fakultas Teknik, Universitas Negeri Makassar, 2021, Pembimbing: Muh. Yusuf Mappeasse and Mustari Lamada. Penilitian ini bertujuan untuk mengembangkan sistem informasi monitoring dan evaluasi kinerja guru pada SMK Negeri 5 Makassar dan untuk mengetahui tanggapan pengguna terhadap sistem yang dikembangkan. Jenis penelitian yang digunakan yaitu Research and Development (R&D) Software Development. Sistem informasi tersebut dirancang menggunakan model pengembangan prototyping. Sistem informasi ini dikembangkan agar dapat mengatasi masalah pengelolaan data penilaian kinerja guru yang masih menggunakan cara konvensional di SMK Negeri 5 Makassar. Subjek penelitian pada pengembangan sistem ini adalah wakil Kepala Sekolah bagian kurikulum dan guru. Metode analisis data penelitian menggunakan metode analisis deskriptif. Pengujian sistem menggunakan pengujian ISO 25010 pada aspek Pengujian functionality dengan nilai atau dengan kategori sangat baik; Pengujian reliability dengan nilai 100% atau kategori sangat tinggi; Pengujian portability dengan nilai atau dengan kategori sangat baik; Pengujian usability dilakukan pada 30 orang responden dinyatakan baik dengan persentase 85%.; Pengujian security dengan nilai atau dengan kategori sangat baik; Pengujian reliability dengan nilai atau dengan kategori sangat baik; Pengujian maintainability dengan nilai atau dengan kategori sangat baik; Pengujian performance efficiency dengan nilai atau dengan kategori sangat baik; Hasil penelitian pengembangan sistem informasi tersebut adalah sistem informasi monitoring dan evaluasi kinerja guru berbasis web."
"586","ANALISIS PENERAPAN PEMBELAJARAN K3LH PROGRAM KEAHLIAN TKJ PADA SMK NEGERI 3 PAREPARE","Abstrak- Penelitian ini bertujuan untuk mengetahui: (1) Penerapan pembelajaran K3LH Siswa Kelas XI Program Keahlian TKJ SMK Negeri 3 Parepare (2) Kesiapan guru mengajar K3LH di SMK Negeri 3 Parepare (3) Kelengkapan sarana dan parasarana K3LH yang ada di SMK Negeri 3 Parepare (4) Hasil belajar siswa mengenai pengetahuan K3LH di SMK Negeri 3 Parepare. Jumlah sampel sebanyak 58 siswa kelas XI Program Keahlian TKJ dan 5 orang guru. Teknik pengumpulan data menggunakan Kuesioner dan dokumentasi. Teknik analisis data dilakukan dengan menggunakan teknik analisis deskriptif menggunakan program SPSS. Hasil penelitian yang dilakukan ditemukan hasil penerapan K3LH sebanyak 45 siswa dalam kategori sangat baik, kategori baik sebanyak 10 atau 17.2%, kategori cukup baik sebanyak 3 atau 5.2%,maka dapat ditarik kesimpulan bahwa Penerapan K3LH di SMK Negeri 3 Parepare sudah diterapkan dengan sangat baik. Untuk kesiapan guru dalam mengajar, dari hasil kuesioner yang diberikan kepada 5 orang guru bersangkutan ditemukan hasil penelitian sangat baik. Ini membuktikan bahwa kesiapan guru dalam mengajar sudah cukup optimal. Sarana prasarana yang ada di sekolah yaitu bahwa sarana prasana yang ada di SMK Negeri 3 Parepare sudah kategori sangat baik dari hasil data kuesioner yang telah di isi oleh siswa. Nilai hasil belajar siswa dari guru mata pelajaran menyatakan bahwa jumlah siswa yang mendapatkan nilai tuntas sebanyak 57 orang dan hanya 1 orang siswa yang tidak mendapatkan nilai tuntas."
"587","Persepsi Siswa dan Guru Terhadap Efektivitas Aplikasi Kahoot Sebagai Alat Evaluasi di SMK Negeri 2 Sidrap","Penelitian ini bertujuan untuk mengetahui (1) persepsi siswa terhadap efektivitas aplikasi kahoot sebagai alat evaluasi di SMK Negeri 2 Sidrap (2) persepsi guru terhadap efektivitas aplikasi kahoot sebagai alat evaluasi di SMK Negeri 2 Sidrap. Penelitian ini merupakan penelitian deskriptif. Data dikumpulkan menggunakan angket, wawancara dan dokumentasi. Teknik analisis data yang digunakan adalah analisis statistik deskriptif. Hasil penelitian yang ditemukan ini menunjukkan bahwa persepsi siswa terhadap efektivitas aplikasi kahoot sebagai alat evaluasi berada dalam kategori efektif serta persepsi guru terhadap efektivitas aplikasi kahoot sebagai alat evaluasi berada dalam kategori efektif."
"588","Metode Penentuan Perbaikan Noise Pada Data Musik Robot Seni Tari Menggunakan Algoritma Least Mean Square","Jenis penelitian ini menggunakan penelitian Eksperimen yaitu suatu penelitian yang di dalamnya ditemukan minimal satu variabel yang dimanipulasi untuk mempelajari hubungan sebab-akibat. Kebisingan tidak bisa dihindari dalam sistem komunikasi. Dalam beberapa kasus, noise dapat mengganggu sinyal. Penelitian ini dilakukan untuk melihat performa Adaptiv Filter menggunakan Algoritma least mean square (LMS) dalam menghilangkan noise. Hasil dari penelitian ini adalah didapatkan sebuah metode dalam menghilangkan atau mengurangi bobot noise pada data musik tari remo. Kemampuan filter dilihat dari nilai Mean Square Error (MSE) dan Nilai Signal to Noise Rasio (SNR) yang dihasilkan dari percobaan dan pengujian simulai penghapusan noise. Penelitian ini melibatkan 15 orang responden yang dianggap mampu membedakan suara sinyal musik sebelum difilter dan suara musik setelah difilter. Sebanyak 13 responden menyimpulkan bahwa suara sinyal hasil filter lebih baik daripada suara sinyal sebelum difilter. Dilihat dari grafik simulasi perbaikan noise pada tampiran GUI, dimana sinyal gabungan antara sinyal asli dan noise setelah dilakukan pemfilteran grafiknya kembali menyerupai sinyal asli sebelum digabungkan dengan noise, sehingga dapat disimpulkan hasil dari penelitian ini bahwa Algoritma least mean square (LMS) efektif untuk menghilangkan noise."
"589","PENGEMBANGAN MULTIMEDIA INTERAKTIF BERBASIS GAME BASED LEARNING PADA MATA PELAJARAN IPA DI SMPN 5 POLONGBANGKENG UTARA KABUPATEN TAKALAR","Penelitian ini adalah penelitian dan pengembangan (research and development) yang bertujuan untuk mengetahui hasil pengembangan multimedia game based learning pada mata pelajaran IPA di SMPN 5 Polongbangkeng Utara Kabupaten Takalar serta tanggapan guru dan siswa terhadap multimedia interaktif berbasis game based learning pada mata pelajaran IPA di SMPN 5 Polongbangkeng Utara Kabupaten Takalar. Model pengembangan yang digunakan dalam penelitian ini adalah model yang diadaptasi dari model pengembangan ADDIE. Prosedur pengembangan terdiri atas lima Langkah yaitu Analyse (Analisis), design (perancangan), development (pengembangan), implementation (penerapan) dan evaluation (Evaluasi). Subjek penelitian dalam penelitian ini adalah 3 orang guru dan 27 orang siswa kelas VII SMPN 5 Polongbangkeng Utara.Data dikumpulkan melalui teknik observasi, wawancara, dokumentasi dan angket. Uji coba dilakukan melalui tiga tahapan uji coba, yaitu uji coba satu-satu (perorangan), uji coba kelompok kecil (small group) dan uji coba lapangan Untuk memperoleh data hasil uji coba, digunakan angket yang telah divalidasi. Data hasil angket dianalisis untuk mengetahui kesesuaian produk dengan tujuan khusus yang ingin dicapai.Hasil uji coba ini digunakan sebagai bahan untuk melakukan revisi terhadap produk yaitu media pembelajaran yang dikembangkan. Berdasarkan hasil penelitian dihasilkan produk pengembangan multimedia interaktif game based learning pada mata pelajaran IPA berupa multimedia interaktif berbasis game based learning pada mata pelajaran IPA yang berisi materi objek IPA dan pengamatannya. Berdasarkan pengujian validitas yang dilakukan oleh dua orang ahli materi dan dua orang ahli media dinyatakan bahwa produk pengembangan sangat baik dan dapat digunakan dalam ujicoba. Dari hasil ujicoba menunjukkan bahwa guru dan siswa memiliki tanggapan ""sangat baik"" tentang multimedia interaktif game based learning pada mata pelajaran IPA."
"590","PENGARUH MOTIVASI DAN KEMANDIRIAN BELAJAR TERHADAP HASIL BELAJAR MATA PELAJARAN TEKNOLOGI LAYANAN JARINGAN SMK NEGERI 1 PANGKEP","Penelitian ini bertujuan untuk mengetahui (1) pengaruh motivasi belajar terhadap hasil belajar teknologi layanan jaringan, (2) pengaruh kemandirian belajar terhadap hasil belajar teknologi layanan jaringan dan (3) pengaruh motivasi belajar dan kemandirian belajar secara bersama-sama terhadap hasil belajar teknologi layanan jaringan. Penelitian ini merupakan jenis penelitian Kuantitatif yang bersifat ex-post facto. Variabel penelitian ini adalah Motivasi belajar (X1), kemandirian belajar (X2) dan hasil belajar (Y). Populasi penelitian ini adalah siswa Kompetensi Keahlian Teknik Komputer dan Jaringan kelas XI yang berjumlah 37 orang, sedangkan penentuan sampelnya menggunakan tabel Krejcie sebanyak 32 orang. Teknik pengumpulan data yang digunakan adalah kuesioner dan dokumentasi. Teknik analisis data dilakukan dengan menggunakan teknik analisis deskriptif, teknik analisis regresi sederhana, regresi berganda dan analisis korelasi parsial dengan pengkategorian menggunakan program SPSS. Hasil penelitian menunjukkan bahwa: (1) terdapat pengaruh yang positif antara motivasi belajar dengan hasil belajar, (2) terdapat pengaruh yang positif antara kemandirian belajar dengan hasil belajar dan (3) terdapat pengaruh yang positif antara motivasi belajar dan kemandirian belajar memiliki pengaruh terhadap hasil belajar secara bersama-sama."
"591","Pengembangan Sistem Informasi Desa Menggunakan Adobe Master Collection Di Desa Mangalle Kecataman Mappedeceng Kabupaten Luwu Utara","Penelitian ini adalah penelitian pengembangan yang bertujuan untuk mengetahui hasil pengembangan system informasi desa menggunakan adobe master collection di desa Mangalle Kecamatan Mappedeceng Kabupaten Luwu Utara dan mengetahui tanggapan pengguna terhadap system informasi desa. Metode penelitian yang digunakan adalah Research and Development (R&D) dan menggunakan model four-D yang terdiri dari empat tahap yaitu pendefinisian (define), perancangan (design), pengembangan (develop), dan penyebaran (dissiminate). Subjek penelitian melibatkan 2 orang ahli instrument, 2 orang ahli utuk pengujian aspek media, 2 orang ahli untuk pengujian aspek materi, dan 22 orang untuk uji tanggapan pengguna. Teknik pengumpulan data yang digunakan adalah wawancara, kuesioner dan dokumentasi. Untuk memperoleh data digunakan angket yang telah di validasi. Data hasil angket dianalisis untuk mengetahui kesesuaian produk dengan tujuan khusus yang ingin dicapai. Berdasarkan hasil penelitian dihasilkan produk pengembangan system informasi desa menggunakan adobe master collection di desa Mangalle Kecamatan Mappedeceng Kabupaten Luwu Utara. Pengujian validitas yang dilakukan oleh para ahli di dapatkan hasil yang valid dan dari hasil pengembangan dinyatakan efektif yang memudahkan masyarakat dalam sebuah pelayanan informasi desa."
"592","PENGEMBANGAN MEDIA PEMBELAJARAN KOMPUTER DAN JARINGAN DASAR BERBASIS AUTOPLAY MEDIA STUDIO DI SMK TELKOM MAKASSAR","Penelitian ini bertujuan untuk (1) mengetahui hasil pengembangan media pembelajaran komputer dan jaringan dasar bebasis AutoPlay Media Studio di SMK Telkom Makassar, dan (2) mengetahui tanggapan peserta didik terhadap media pembelajaran komputer dan jaringan dasar berbasis AutoPlay Media Studio di SMK Telkom Makassar. Penelitian ini merupakan jenis penelitian pengembangan (Research and Development (R&D)) yang menggunakan model pengembangan ADDIE yaitu analysis (analisis), design (desain), development (pengembangan), implementation (implementasi), dan evaluation (evaluasi). Uji coba penelitian dilakukan dalam dua kelompok yaitu uji coba kelompok kecil melibatkan peserta didik yang berjumlah 10 responden, dan uji coba kelompok besar melibatkan peserta didik berjumlah 35 responden. Hasil dari penelitian ini adalah: (1) media pembelajaran berbasis AutoPlay Media Studio pada mata pelajaran komputer dan jaringan dasar yang diaplikasikan pada SMK Telkom Makassar, (2) hasil tanggapan pengguna terhadap media pembelajaran berbasis AutoPlay Media Studio berada pada kategori sangat baik."
"593","Implementasi Pembelajaran Jarak Jauh Oleh Guru Selama Pandemi COVID- 19 Pada SMK Negeri 3 Takalar","Ainun Amalia Alauddin, 1629042020. 2021. Implementation of Distance Learning by Teachers During the COVID-19 Pandemic at SMK Negeri 3 Takalar. Thesis. Informatics and Computer Engineering Education Study Program, Department of Informatics and Computer Engineering, Faculty of Engineering, Makassar State University. Supervisor: Dyah Darma A. and Syahrul. The purpose of this study was to find out how the implementation of distance learning by teachers during the COVID-19 pandemic, the methods and learning models used, and how students' learning outcomes during distance learning took place. This study uses a qualitative descriptive method which aims to describe the appropriate situation that occurred during the research. The results of this study show that the implementation carried out by teachers during distance learning is carried out by preparing lesson plans in the form of lesson plans so that teachers can provide assignments and materials through online learning media communication tools such as google classroom, google form, class, zoom, and whatsapp group. The learning model used by the teacher is direct learning model, cooperative learning model and project based learning. By using the lecture method, some teachers also use the discussion method where the teaching method is closely related to learning problem solving. Most students at online school have more main games so that learning is neglected and uncontrolled. The value decreases, the character changes, the students' lack of knowledge only focuses on TV and games, the interest in learning decreases. It is hoped that the implementation and use of strategies and the use of media during the COVID-19 pandemic can help implement distance learning. In addition, the COVID-19 pandemic will end soon, so that the learning process can be carried out as usual through face to face."
